code,20-07-13_close,20-07-13_volume
8411,134.2,88816000.0
2370,122.0,77616700.0
1357,764.0,58636265.0
8306,422.1,57462100.0
7647,28.0,39338400.0
6093,287.0,29254600.0
9984,6532.0,27271800.0
7201,391.7,21413200.0
8894,44.0,19189800.0
4591,713.0,15520600.0
5020,383.5,15301700.0
9424,207.0,14283900.0
4689,535.0,13692300.0
6731,64.0,13195600.0
1757,129.0,12744200.0
8918,10.0,12529400.0
9318,8.0,12169700.0
2038,262.0,12132601.0
8604,492.9,12102300.0
1605,634.3,11773400.0
6723,619.0,11436200.0
3911,1130.0,11339400.0
2768,237.0,10955700.0
7453,1350.0,10628100.0
4005,326.0,10415800.0
7261,683.0,10079400.0
8591,1289.0,10071500.0
9399,122.0,10053285.0
6752,995.7,9919800.0
8801,1791.0,9240000.0
7211,274.0,9039900.0
4902,373.0,8974600.0
8308,370.5,8961200.0
6758,8100.0,8954500.0
4563,1637.0,8582800.0
1699,106.0,8173810.0
6628,11.0,8034000.0
8002,489.9,7777000.0
9501,318.0,7750400.0
4599,936.0,7569700.0
9434,1403.0,7222000.0
1570,19790.0,7127399.0
4755,1000.0,7040200.0
3289,444.0,6873100.0
7751,2110.5,6165800.0
8601,469.1,5919300.0
7610,117.0,5905900.0
6178,776.2,5898400.0
5401,1030.0,5876300.0
8316,3071.0,5677500.0
1491,20.0,5477400.0
8016,303.0,5393300.0
8028,2318.0,5306800.0
7203,6762.0,5240900.0
1689,1.0,5148200.0
3402,500.1,5119600.0
1447,675.0,5109300.0
8515,224.0,5015200.0
5411,798.0,4967100.0
2586,567.0,4852700.0
7267,2793.0,4824300.0
4564,132.0,4753600.0
7707,1457.0,4691900.0
5406,373.0,4690400.0
9201,1985.0,4684800.0
6472,211.0,4668500.0
3528,37.0,4527300.0
6503,1387.0,4490100.0
6113,800.0,4391200.0
9973,72.0,4334800.0
3323,131.0,4294400.0
8256,284.0,4250400.0
1360,1857.0,4172030.0
6770,1416.0,4150900.0
4347,125.0,4134700.0
9432,2543.5,4105800.0
4502,3722.0,4102000.0
3237,83.0,4048800.0
8058,2278.0,3978600.0
7186,347.0,3969500.0
2315,35.0,3943400.0
8802,1546.5,3935300.0
8750,1320.5,3926400.0
4712,138.0,3920800.0
8031,1602.5,3865300.0
2914,1958.0,3841400.0
8848,182.0,3832400.0
8410,288.0,3790900.0
8053,1252.0,3756900.0
9202,2461.5,3751100.0
7731,891.0,3717500.0
7167,253.0,3684200.0
1671,863.0,3664958.0
3436,1632.0,3656200.0
4188,628.0,3645400.0
1615,123.0,3503000.0
9831,504.0,3479200.0
7733,2038.0,3459100.0
6301,2199.0,3445200.0
6506,4095.0,3430800.0
7752,801.0,3424900.0
6098,3726.0,3417300.0
7013,1573.0,3391200.0
7182,827.0,3372100.0
8001,2367.5,3281600.0
8570,903.0,3276200.0
9613,1224.0,3181600.0
6976,3470.0,3170000.0
3407,847.0,3164800.0
8795,942.0,3164300.0
3086,675.0,3132700.0
9433,3310.0,3075800.0
5802,1287.5,3037300.0
6857,6990.0,2991000.0
4503,1744.0,2980200.0
3940,470.0,2956000.0
3099,591.0,2906800.0
9437,2950.5,2898900.0
3667,781.0,2872300.0
8233,808.0,2833700.0
2134,71.0,2827800.0
4764,133.0,2781700.0
7831,170.0,2732700.0
6724,1243.0,2732000.0
5803,316.0,2677800.0
4519,5400.0,2653400.0
2191,1324.0,2631400.0
6501,3409.0,2581900.0
6701,5770.0,2570300.0
6298,715.0,2498000.0
9503,1083.0,2490500.0
3861,484.0,2486800.0
2413,4985.0,2463100.0
2337,255.0,2450200.0
3765,2037.0,2448300.0
7270,2249.0,2434800.0
6920,11550.0,2422900.0
3288,3425.0,2419600.0
2503,2125.5,2418700.0
2427,630.0,2380100.0
6835,122.0,2356100.0
9704,32.0,2342300.0
7272,1698.0,2287700.0
2471,714.0,2244300.0
6740,44.0,2242200.0
8593,489.0,2178400.0
7532,2405.0,2173200.0
6326,1582.5,2163200.0
8585,110.0,2146600.0
9064,2744.0,2137100.0
4582,498.0,2115100.0
4978,418.0,2109300.0
4901,4636.0,2107300.0
8358,372.0,2095600.0
4571,436.0,2093600.0
3382,3467.0,2089300.0
6754,2519.0,2086300.0
8789,47.0,2084200.0
6967,1737.0,2082200.0
7351,2223.0,2026400.0
8267,2454.0,2025600.0
9502,1368.5,2017100.0
3659,2617.0,2000500.0
1332,466.0,1962300.0
6479,1890.0,1955100.0
6981,6561.0,1939200.0
7205,720.0,1937000.0
4597,220.0,1853300.0
1808,1353.0,1805200.0
5703,188.0,1792600.0
7269,3853.0,1782900.0
5108,3471.0,1779500.0
5301,990.0,1771400.0
9418,1400.0,1766900.0
8355,699.0,1753900.0
6471,782.0,1750600.0
4543,3926.0,1749700.0
7202,964.2,1722300.0
1803,851.0,1721800.0
1925,2480.0,1717100.0
1928,2073.5,1715700.0
9005,1402.0,1712000.0
4666,1738.0,1691400.0
4385,4130.0,1661100.0
3092,2701.0,1636200.0
2433,1197.0,1630800.0
6753,1149.0,1627400.0
3197,1615.0,1627200.0
3038,6700.0,1627200.0
8830,2700.5,1618500.0
9603,1609.0,1615000.0
1571,1357.0,1607394.0
6902,4268.0,1595700.0
4829,266.0,1583200.0
7011,2598.0,1579000.0
8589,65.0,1572300.0
9024,1145.0,1569600.0
3387,610.0,1562800.0
8331,518.0,1558300.0
8572,382.0,1549300.0
8252,1752.0,1548600.0
6291,1246.0,1545000.0
7762,332.0,1533100.0
8219,636.0,1527300.0
8804,1167.0,1518100.0
2157,388.0,1501700.0
7049,1098.0,1499200.0
9104,1975.0,1457400.0
4497,8500.0,1444100.0
6141,1306.0,1432700.0
8905,1321.0,1424300.0
7612,35.0,1417700.0
1802,1003.0,1396400.0
7599,515.0,1396000.0
